image_id,split,image_path,status,lesion_types,predicted_grade,predicted_class_index,confidence,proxy_gt_referable,model_referable,proxy_prediction_correct,saliency_mass_in_lesion,pointing_game_hit,iou,iou_mass_top20,dice_mass_top20,num_lesion_pixels,num_attention_pixels,mask_area_frac,saliency_mass_on_retina,attention_on_retina_frac,ma_saliency_mass,ma_pointing_hit,ma_iou,ma_num_mask_px,he_saliency_mass,he_pointing_hit,he_iou,he_num_mask_px,ex_saliency_mass,ex_pointing_hit,ex_iou,ex_num_mask_px,se_saliency_mass,se_pointing_hit,se_iou,se_num_mask_px,skip_or_error_reason
IDRiD_11,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_11.jpg,scored,MA+HE+EX,Moderate,3,0.9514587,1,1,1,0.0196588034341506,0,0.0143082865168539,0.00299746368457459,0.00597701149425287,1519,10036,0.0302734375,0.744203511689341,0.839278597050618,0.00182272022869308,0,0.00178129638792677,87,0.00159915632559298,0,9.74279033515199e-05,229,0.0162369268798645,0,0.0129788192879676,1203,NaN,NaN,NaN,0,
IDRiD_12,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_12.jpg,scored,MA+HE+EX,Mild,2,0.9495044,1,0,0,0.0019177743275584,0,0.00137632717263075,0.00400436840189297,0.00797679477882524,150,10036,0.00298947704081633,0.874717875958284,0.997210043842168,0.000477032681609457,0,0.000597312095569935,15,0.00102260022860631,0,0.000690539607378909,108,0.000418141417342632,0,9.93838203140529e-05,27,NaN,NaN,NaN,0,
IDRiD_13,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_13.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9962536,1,1,1,0.0503626878560756,0,0.0866238428112601,0.0967261904761905,0.176390773405699,1467,10036,0.0292370854591837,0.733232832028778,0.841570346751694,0.0037225520913258,0,0.00494071146245059,134,0.00263684596508123,0,0.00334579807124582,160,0.0384167901166864,0,0.0745152081897825,880,0.00558649968298226,0,0.00741246464449429,293,
IDRiD_14,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_14.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9925458,1,1,1,0.0411855275815881,0,0.0626195028680688,0.0770963704630789,0.143155937717871,1079,10036,0.0215043048469388,0.764963206381685,0.875348744519729,0.00268700602688768,0,0.00306566455696203,107,0.00504315824219384,0,0.00292369164798753,255,0.0312459035212381,0,0.0540407520425239,672,0.00220945979126856,0,0.00448385811080112,45,
IDRiD_15,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_15.jpg,scored,MA+HE+EX,Mild,2,0.9049898,1,0,0,0.00084307884062377,0,0,0,0,190,10036,0.00378667091836735,0.902204249779109,0.999402152251893,5.94409487968516e-05,0,0,7,4.87380468356542e-05,0,0,13,0.000734899844991264,0,0,170,NaN,NaN,NaN,0,
IDRiD_16,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_16.jpg,scored,MA+HE+EX,Moderate,3,0.9994797,1,1,1,0.0230283377691584,1,0.0472192037933419,0.070864312267658,0.132349750488175,565,10036,0.0112603635204082,0.669445153994471,0.610900757273814,0.00053154991337039,0,0.000696864111498258,16,0.00368698002588603,0,0.00726946823341964,79,0.018809807829902,1,0.0393747526711516,470,NaN,NaN,NaN,0,
IDRiD_17,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_17.jpg,scored,MA+HE+EX+SE,Proliferative,5,0.9997992,1,1,1,0.313960218348471,1,0.322601324880689,0.0773570472365653,0.143605218780509,8532,10036,0.170041454081633,0.856180398900134,0.973296133917896,0.000795768352397092,0,0.000594648166501487,60,0.295488682300538,1,0.332521500875257,7472,0.0148421293732004,0,0.01071761416589,809,0.00283363832233609,0,0.00382803297997644,191,
IDRiD_18,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_18.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9807611,1,1,1,0.0354348604730431,1,0.0431924882629108,0.0543030303030303,0.103012186709588,1074,10036,0.0214046556122449,0.687828024041299,0.672080510163412,0.00258680360143692,0,0.00326635652776403,100,0.0131129844869713,0,0.0185058259081563,366,0.0183648129715106,1,0.0232512700273544,438,0.00137025941312436,0,0,170,
IDRiD_19,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_19.jpg,scored,MA+HE+EX+SE,Moderate,3,0.99352,1,1,1,0.0211880352323895,0,0.0233778625954198,0.0466997130185234,0.0892323030907278,689,10036,0.0137316645408163,0.708193542090486,0.841371064168992,0.000699788102194875,0,0.00109474522292994,23,0.0090597049202429,0,0.012388162422574,261,0.0033960996191769,0,0.00657108721624851,74,0.00803244259077486,0,0.00406779661016949,331,
IDRiD_20,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_20.jpg,scored,MA+HE+EX,Moderate,3,0.9999976,1,1,1,0.0374583468376207,0,0.0634935744883389,0.0535506402793946,0.101657458563536,1136,10036,0.022640306122449,0.863072156024971,1,0.00317257397015584,0,0.00475624256837099,104,0.00650931376538554,0,0.00959749289981393,273,0.0277764591020793,0,0.0507105314385828,759,NaN,NaN,NaN,0,
IDRiD_21,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_21.jpg,scored,MA+HE+EX,Moderate,3,0.9982845,1,1,1,0.0328712361743953,0,0.0547333147165596,0.0472286579932276,0.0901974132062628,1295,10036,0.0258091517857143,0.724154752467125,0.883818254284575,0.0020227217427397,0,0.00277145402355736,95,0.012855167606911,0,0.0270986745213549,425,0.0179933468247446,0,0.0269782464139831,775,NaN,NaN,NaN,0,
IDRiD_22,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_22.jpg,scored,MA+HE+EX+SE,Moderate,3,0.996062,1,1,1,0.0501178598141302,0,0.0788666305720989,0.0506059613494923,0.0963367108339828,1920,10036,0.038265306122449,0.785985133804869,0.97279792746114,0.000966174464539632,0,0.000694996028594122,43,0.0287873527461404,0,0.0497394599715775,1044,0.00537135023709716,0,0.00336829948994322,390,0.014992982366353,0,0.0301808887141172,443,
IDRiD_23,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_23.jpg,scored,MA+HE+EX+SE,Moderate,3,0.8077438,1,1,1,0.0262644418290956,0,0.037392138063279,0.0192061459667093,0.0376884422110553,784,10036,0.015625,0.849680857414047,0.978278198485452,0.000341878951903783,0,0.000199004975124378,16,0.0163576656710721,0,0.0214028602004086,463,0.00168158199669365,0,0.00218275622581605,65,0.00788331520942606,0,0.0144126357354393,240,
IDRiD_24,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_24.jpg,scored,MA+HE+EX,Moderate,3,0.6969455,1,1,1,0.00440522341195169,0,0.00572782935018764,0.000303030303030303,0.000605877006967586,148,10036,0.00294961734693878,0.801641567847099,0.908628935831008,3.91589428914988e-05,0,0,3,0.00400505753575179,0,0.00534812320491235,115,0.000361006933308397,0,0.000397535281256211,30,NaN,NaN,NaN,0,
IDRiD_25,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_25.jpg,scored,MA+HE+EX+SE,Severe,4,0.9919112,1,1,1,0.150050530053885,0,0.150981830033407,0.106554781507283,0.192588353126341,4090,10036,0.0815130739795918,0.849469317753429,0.999900358708649,0.00298941176147021,0,0.00446118766729454,96,0.0450890518429844,0,0.0581363004172462,1376,0.0998893028648814,0,0.100105097214924,2525,0.0020827635845485,0,0.00376573184025369,93,
IDRiD_26,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_26.jpg,scored,MA+HE+EX,Proliferative,5,0.999569,1,1,1,0.00785316445518787,0,0.00733612804878049,0.000933125972006221,0.00186451211932878,537,10036,0.0107023278061224,0.765685989526668,0.831805500199283,0.00124585843519101,0,0.00118659151587066,89,0.00655367631824563,0,0.00624579609877967,436,5.36297017512379e-05,0,0,12,NaN,NaN,NaN,0,
IDRiD_27,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_27.jpg,scored,MA+HE+EX,Moderate,3,0.4801677,1,1,1,0.0044398875609332,0,0.00234477583942975,0,0,651,10036,0.0129743303571429,0.55485350154524,0.474392188122758,0.00103180903275897,0,0.00049299940840071,111,0.00171680025868344,0,0.00106889515110291,266,0.00169127826949078,0,0.000873701582370644,274,NaN,NaN,NaN,0,
IDRiD_28,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_28.jpg,scored,MA+HE+EX,Moderate,3,0.9948494,1,1,1,0.00563982419004129,0,0.00879707423149155,0.0122428991185113,0.0241896468311563,170,10036,0.00338807397959184,0.73237958225547,0.832702271821443,0.000531663400795347,0,0.000497512437810945,19,0.00467133828547212,0,0.00763056188682985,132,0.000436822503773821,0,0.000696656050955414,19,NaN,NaN,NaN,0,
IDRiD_29,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_29.jpg,scored,MA+HE+EX,Mild,2,0.9119928,1,0,0,0.00106935107105887,0,0.00149060916227765,0.000803535556448373,0.00160578081091931,42,10036,0.000837053571428571,0.916932593867241,1,0.000510931011591139,0,0.000397812033814023,23,7.66308120307039e-05,0,0,8,0.000481789247437025,0,0.00109605420486249,11,NaN,NaN,NaN,0,
IDRiD_30,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_30.jpg,scored,MA+HE+EX+SE,Moderate,3,0.8384987,1,1,1,0.00504730379450345,0,0.00578647892757257,0,0,393,10036,0.00783242984693878,0.692027456611594,0.746412913511359,0.000669941937377328,0,0.000795386756810499,30,0.00264165198898356,0,0.00244546610583977,212,0.00104604202032033,0,0.00108706393912442,94,0.000689667847822236,0,0.00158777413912871,57,
IDRiD_31,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_31.jpg,scored,MA+HE+EX+SE,Moderate,3,0.5739565,1,1,1,0.0672723953042739,0,0.08337159122211,0.105778894472362,0.191320154510339,1763,10036,0.0351363201530612,0.682175234458998,0.756775607811877,0.00154559237388981,0,0.00208892867800657,38,0.0271266211002177,0,0.0324104696210904,890,0.00688056756373252,0,0.00937068455316631,197,0.0319778349070006,0,0.0442945145203872,644,
IDRiD_32,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_32.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9904665,1,1,1,0.0239216654556291,0,0.035409960234804,0.046766978446523,0.0893550893550894,900,10036,0.017936862244898,0.6918983648192,0.746213630928657,0.000397343943485468,0,0.000696101829753381,27,0.0063177352101799,0,0.00483558994197292,354,0.0152914922303794,0,0.0314702670505311,354,0.00191509407158439,0,0,165,
IDRiD_33,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_33.jpg,scored,MA+HE+EX+SE,Proliferative,5,0.9182796,1,1,1,0.0376399480752051,0,0.0362853628536285,0.0306558935361217,0.0594881254323265,1759,10036,0.0350566007653061,0.858176193644126,0.99561578318055,0.00428889953050198,0,0.00493242576699221,151,0.0197921135394183,0,0.0164300383962854,1347,0.0133034527077647,0,0.017729793977813,239,0.00025548229752012,0,0,22,
IDRiD_34,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_34.jpg,scored,MA+HE+EX,Proliferative,5,0.9010367,1,1,1,0.0403978360029118,0,0.0426407494965415,0.0474331446418114,0.0905702571748043,1872,10036,0.0373086734693878,0.816562903745492,0.988939816660024,0.00133384394882259,0,0.00188697983911014,52,0.0355828217026153,0,0.038941499247721,1703,0.00348117035147392,0,0.00276543209876543,117,NaN,NaN,NaN,0,
IDRiD_35,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_35.jpg,scored,MA+HE+EX+SE,Proliferative,5,0.9984177,1,1,1,0.0360418997692929,0,0.0174204067622072,0.0042620363062352,0.00848789688777114,1820,10036,0.0362723214285714,0.756523477777819,0.815065763252292,0.00129005502627057,0,0.0017864231838031,58,0.0275162602815475,0,0.0103255162758138,1510,0.00283633186222289,0,0.00666600338274799,82,0.00439925259925195,0,0,170,
IDRiD_36,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_36.jpg,scored,MA+HE+EX,Moderate,3,0.7820798,1,1,1,0.00492393175870956,0,0.00533980582524272,0.00838150289017341,0.0166236744052737,319,10036,0.00635762117346939,0.720401314438143,0.792746113989637,0.0015893628246574,0,0.00238782210725301,39,0.00197244452031662,0,0.00126569954240093,248,0.00136212441373554,0,0.0017910447761194,32,NaN,NaN,NaN,0,
IDRiD_37,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_37.jpg,scored,MA+HE+EX,Moderate,3,0.9379455,1,1,1,0.00515205776940584,0,0.00280518475527181,0.00482160077145612,0.00959692898272553,331,10036,0.00659677933673469,0.682355464310362,0.729772817855719,0.000917895981187365,0,0.00129430505774592,21,0.00344428264167858,0,0.00136785539814362,213,0.000834510070091809,0,0.000197374913648475,99,NaN,NaN,NaN,0,
IDRiD_38,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_38.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9992728,1,1,1,0.00671595157320888,0,0.0127231482394713,0.00953996184015264,0.0188996220075598,232,10036,0.00462372448979592,0.826383523934566,0.999501793543244,0.0011946330200334,0,0.00119213192926684,42,0.00136794981897071,0,0.00198471767391089,61,0.00219103510302506,0,0.0049800796812749,54,0.00196233363117971,0,0.00467011128775835,75,
IDRiD_39,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_39.jpg,scored,MA+HE+EX+SE,Moderate,3,0.8711818,1,1,1,0.0244715882065507,0,0.0180054191067214,0.0249117300902315,0.0486124401913876,1611,10036,0.0321069834183673,0.769751186994737,0.825926664009566,0.00376328252445629,0,0.00383896052761099,162,0.0166523804645402,0,0.012552684625252,1015,0.00209863823824175,0,0.00287527265516558,79,0.00195728697931246,0,9.62463907603465e-05,355,
IDRiD_40,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_40.jpg,scored,MA+HE+EX,Mild,2,0.9874857,1,0,0,0.00207986984849037,0,0.0022801625855061,0.0017258382642998,0.00344572975633768,74,10036,0.00147480867346939,0.900247352243787,1,0.00075493822763977,0,0.000994727941907888,27,0.000431421655813955,0,0.000497710531554848,15,0.000893509965036643,0,0.000795228628230616,32,NaN,NaN,NaN,0,
IDRiD_41,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_41.jpg,scored,MA+HE+EX,Mild,2,0.8946679,1,0,0,0.0018589449074112,0,0.00178359096313912,0.00258640959322831,0.00515947467166979,74,10036,0.00147480867346939,0.851529743913335,0.997907532881626,0.000639306186296952,0,0.00109463628221714,24,0.00022073477220668,0,0.000199024778584934,15,0.000998903948907567,0,0.000496721637194516,35,NaN,NaN,NaN,0,
IDRiD_42,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_42.jpg,scored,MA+HE+EX,Moderate,3,0.8694766,1,1,1,0.00432360479763246,0,0.00852751611303917,0.0101991257892181,0.0201923076923077,135,10036,0.00269052933673469,0.666504042458651,0.671582303706656,0.000111264428224381,0,9.95520159283225e-05,10,0.000715271745908808,0,0.00189318453567158,19,0.00349706862349927,0,0.00655021834061135,106,NaN,NaN,NaN,0,
IDRiD_43,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_43.jpg,scored,MA+EX,Mild,2,0.5330811,1,0,0,0.00491650991341103,0,0.005859375,0,0,264,10036,0.00526147959183673,0.820054559466598,0.9035472299721,2.28588718978759e-05,0,0,4,NaN,NaN,NaN,0,0.00489365104151316,0,0.00586166471277843,260,NaN,NaN,NaN,0,
IDRiD_44,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_44.jpg,scored,MA+HE+EX,Mild,2,0.9761074,1,0,0,0.00337629218364419,0,0.00434524985186648,0.000894187779433681,0.00178677784395473,134,10036,0.00267059948979592,0.846934556068225,0.976086090075727,9.6355576709485e-05,0,0,8,0.00110866613586882,0,0.00199203187250996,24,0.00217127047106589,0,0.00237294838837255,102,NaN,NaN,NaN,0,
IDRiD_45,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_45.jpg,scored,MA+HE+EX,Moderate,3,0.9977798,1,1,1,0.00742587337222938,0,0.0135666535587888,0.0158690176322418,0.0312422514257377,274,10036,0.00546077806122449,0.784818285183164,0.957353527301714,0.00028455826331919,0,0.000497859205416708,12,0.00222528588532039,0,0.00527941029983066,56,0.0049160292235898,0,0.00787246604999016,206,NaN,NaN,NaN,0,
IDRiD_46,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_46.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9995905,1,1,1,0.0282940081072259,0,0.015638963360143,0.0050641458474004,0.0100772589855559,1329,10036,0.0264867665816327,0.784605137728328,0.999900358708649,0.00107382873685183,0,0.00109224506007348,46,0.0170050418255248,0,0.012916510670161,786,0.00181317785698894,0,0,84,0.00840195968786032,0,0.00249448335412069,413,
IDRiD_47,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_47.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9890792,1,1,1,0.0127409461587878,0,0.0185894978919126,0.00203176948651644,0.00405529953917051,594,10036,0.0118383290816327,0.803864832164216,0.99302510960542,0.000284664981918204,0,0.000298566878980892,15,0.00827942410920559,0,0.0170493741992707,284,0.00225135585077441,0,0.0017688679245283,158,0.00192550121688961,0,0,137,
IDRiD_48,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_48.jpg,scored,MA+HE+EX+SE,Severe,4,0.7273171,1,1,1,0.0431906250925309,0,0.0485551227466256,0.0373991689073576,0.0721017907634307,1539,10036,0.0306720344387755,0.903542079364471,1,0.00364688209539255,0,0.00595651742281346,97,0.0140050272145261,0,0.0174882290765831,553,0.0203901505660482,0,0.0216019881475817,652,0.00514856521656405,0,0.00666340029397354,237,
IDRiD_49,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_49.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9360881,1,1,1,0.0343803282848118,0,0.0160149927591788,0.00986031224322103,0.0195280716029292,1891,10036,0.0376873405612245,0.775027200934274,0.823335990434436,0.00104650518422015,0,0.000594353640416047,65,0.00998632706068171,0,9.29195316855603e-05,727,0.0196221308109348,0,0.0167903525046382,925,0.00380366598351318,0,0,177,
IDRiD_50,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_50.jpg,scored,MA+HE+EX+SE,Proliferative,5,0.9273669,1,1,1,0.0198919519096195,0,0.0130670151204032,0.00818363273453094,0.0162344090279153,818,10036,0.0163026147959184,0.84536173756302,1,0.000430747654849154,0,0.000497561946462335,18,0.00317802444849527,0,0,144,0.0139493893776442,0,0.0129757785467128,503,0.00233379042863085,0,0,153,
IDRiD_51,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_51.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9998477,1,1,1,0.0203521658751415,0,0.0319938325142141,0.0107057024251693,0.0211846087332469,673,10036,0.0134127869897959,0.868005431201909,1,0.00212986130894427,0,0.00407757334659373,60,0.00445598872571482,0,0.00490580847723705,206,0.00266452523513183,0,0.00526943726386956,75,0.0111017906053506,0,0.018467583497053,332,
IDRiD_52,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_52.jpg,scored,MA+HE+EX+SE,Moderate,3,0.5054165,1,1,1,0.00300659252936166,0,0.00485966478230685,0.00639777468706537,0.0127142067440575,96,10036,0.00191326530612245,0.558922139061189,0.493622957353527,0.000804256127882209,0,0.00119343610144207,31,0.000188127809157071,0,0,16,5.06089361825336e-05,0,0,7,0.00196359965613985,0,0.00368489194303356,42,
IDRiD_53,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_53.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9045951,1,1,1,0.0123374017758156,0,0.0105031987014227,0.00307489567318252,0.00613093934749288,547,10036,0.0109016262755102,0.76488360494266,0.925069748903946,0.00267110164887313,0,0.00296618548546569,108,0.00779679197313174,0,0.00697066511762997,365,0.000765685341457848,0,0.000794833581718828,37,0.00110382281235285,0,0,37,
IDRiD_54,train,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\a. Training Set\IDRiD_54.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9882925,1,1,1,0.00998939194901842,0,0.0117055238463771,0.0130363932645301,0.0257372654155496,422,10036,0.00841039540816326,0.754413813591987,0.944998007174173,0.00285274996921496,0,0.00386138613861386,103,0.00508816261079065,0,0.00522630904250074,158,0.00169935450411329,0,0.00288758339141691,36,0.000349124864899536,0,0,125,
IDRiD_55,test,C:\projects\DrishtiCare\data\idrid\A. Segmentation\1. Original Images\b. Testing Set\IDRiD_55.jpg,scored,MA+HE+EX+SE,Moderate,3,0.9924408,1,1,1,0.0866222799901015,1,0.138825877869522,0.147286821705426,0.256756756756757,2515,10036,0.0501235650510204,0.803703179737674,0.97807891590275,0.00117852047345066,0,0.00139137348439674,40,0.0139988702076175,0,0.0246816846229187,426,0.0713604101567077,1,0.116917953935806,2039,8.44791523256808e-05,0,0,10,
